VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2018 Dec 31 11:04:21 PM,2018 Dec 31 11:08:49 PM,1,0.88,1,N,161,163,2,5,0.5,0.5,0,0,0.3,6.3
2,2018 Dec 31 11:04:20 PM,2018 Dec 31 11:33:18 PM,1,13.07,1,N,132,157,2,38,0.5,0.5,0,0,0.3,39.3
1,2018 Dec 31 11:04:20 PM,2018 Dec 31 11:19:32 PM,3,2.4,1,N,42,235,1,12,0.5,0.5,0,0,0.3,13.3
2,2018 Dec 31 11:04:20 PM,2018 Dec 31 11:10:09 PM,1,0.95,1,N,79,107,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2018 Dec 31 11:04:19 PM,2018 Dec 31 11:22:19 PM,5,4.5,1,N,113,263,2,16,0.5,0.5,0,0,0.3,17.3
1,2018 Dec 31 11:04:19 PM,2018 Dec 31 11:39:27 PM,0,17.8,2,N,229,132,2,52,0,0.5,0,5.76,0.3,58.56
4,2018 Dec 31 11:04:18 PM,2018 Dec 31 11:12:31 PM,1,1.72,1,N,236,238,2,8,0.5,0.5,0,0,0.3,9.3
2,2018 Dec 31 11:04:18 PM,2018 Dec 31 11:06:47 PM,2,0.29,1,N,246,48,2,3.5,0.5,0.5,0,0,0.3,4.8
2,2018 Dec 31 11:04:17 PM,2018 Dec 31 11:14:47 PM,1,2.48,1,N,141,238,1,10,0.5,0.5,2.82,0,0.3,14.12
1,2018 Dec 31 11:04:17 PM,2018 Dec 31 11:08:17 PM,1,0.4,1,N,100,230,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2018 Dec 31 11:04:17 PM,2018 Dec 31 11:11:27 PM,1,1,1,N,18,18,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2018 Dec 31 11:04:17 PM,2018 Dec 31 11:10:25 PM,1,1.9,1,N,209,65,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2018 Dec 31 11:04:17 PM,2018 Dec 31 11:23:40 PM,5,4.19,1,N,48,75,1,16.5,0.5,0.5,3.56,0,0.3,21.36
2,2018 Dec 31 11:04:17 PM,2018 Dec 31 11:09:58 PM,1,1.01,1,N,41,42,2,6,0.5,0.5,0,0,0.3,7.3
2,2018 Dec 31 11:04:17 PM,2018 Dec 31 11:25:40 PM,5,6.01,1,N,148,239,1,21.5,0.5,0.5,5.7,0,0.3,28.5
1,2018 Dec 31 11:04:16 PM,2018 Dec 31 11:33:41 PM,1,14.3,1,N,138,259,2,41,0.5,0.5,0,5.76,0.3,48.06
2,2018 Dec 31 11:04:16 PM,2018 Dec 31 11:24:41 PM,2,2.96,1,N,68,163,2,14.5,0.5,0.5,0,0,0.3,15.8
1,2018 Dec 31 11:04:15 PM,2018 Dec 31 11:10:23 PM,0,0.5,1,N,68,48,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,2018 Dec 31 11:04:15 PM,2018 Dec 31 11:19:06 PM,1,1.4,1,N,249,144,1,10.5,0.5,0.5,2.35,0,0.3,14.15
2,2018 Dec 31 11:04:14 PM,2018 Dec 31 11:09:24 PM,1,0.9,1,N,79,224,1,5.5,0.5,0.5,1.16,0,0.3,7.96
2,2018 Dec 31 11:04:13 PM,2018 Dec 31 11:15:46 PM,5,2.15,1,N,162,48,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2018 Dec 31 11:04:13 PM,2018 Dec 31 11:04:16 PM,1,0,5,N,264,265,1,100,0,0.5,12,0,0.3,112.8
1,2018 Dec 31 11:04:13 PM,2018 Dec 31 11:10:06 PM,1,0.9,1,N,42,42,2,6,0.5,0.5,0,0,0.3,7.3
2,2018 Dec 31 11:04:13 PM,2018 Dec 31 11:52:08 PM,1,26.55,1,N,132,181,1,71,0.5,0.5,14.46,0,0.3,86.76
2,2018 Dec 31 11:04:13 PM,2018 Dec 31 11:22:37 PM,6,2.7,1,N,211,164,2,13.5,0.5,0.5,0,0,0.3,14.8
2,2018 Dec 31 11:04:13 PM,2018 Dec 31 11:10:53 PM,6,1.1,1,N,141,162,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2018 Dec 31 11:04:13 PM,2018 Dec 31 11:07:45 PM,1,0.84,1,N,237,229,1,4.5,0.5,0.5,1.16,0,0.3,6.96
2,2018 Dec 31 11:04:13 PM,2018 Dec 31 11:35:53 PM,1,18.6,2,N,132,236,1,52,0,0.5,2.5,5.76,0.3,61.06
2,2018 Dec 31 11:04:13 PM,2018 Dec 31 11:09:24 PM,3,0.68,1,N,142,142,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2018 Dec 31 11:04:12 PM,2018 Dec 31 11:11:20 PM,1,0.84,1,N,114,249,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2018 Dec 31 11:04:11 PM,2018 Dec 31 11:10:16 PM,1,0.97,1,N,161,48,2,6,0.5,0.5,0,0,0.3,7.3
2,2018 Dec 31 11:04:11 PM,2018 Dec 31 11:39:45 PM,1,17.34,2,N,132,17,1,52,0,0.5,18,0,0.3,70.8
1,2018 Dec 31 11:04:11 PM,2018 Dec 31 11:24:19 PM,4,13,5,N,134,263,1,52.5,0,0,14.6,5.76,0.3,73.16
2,2018 Dec 31 11:04:11 PM,2018 Dec 31 11:11:40 PM,5,1.96,1,N,262,233,1,8,0.5,0.5,2.79,0,0.3,12.09
2,2018 Dec 31 11:04:10 PM,2018 Dec 31 11:12:07 PM,1,1.09,1,N,186,137,2,7,0.5,0.5,0,0,0.3,8.3
2,2018 Dec 31 11:04:10 PM,2018 Dec 31 11:19:30 PM,1,3.45,1,N,261,246,1,14,0.5,0.5,1.95,0,0.3,17.25
2,2018 Dec 31 11:04:10 PM,2018 Dec 31 11:08:50 PM,1,0.93,1,N,162,170,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,2018 Dec 31 11:04:10 PM,2018 Dec 31 11:14:29 PM,1,2.59,1,N,141,107,1,9.5,0.5,0.5,2.7,0,0.3,13.5
2,2018 Dec 31 11:04:10 PM,2018 Dec 31 11:09:52 PM,3,0.8,1,N,239,238,1,5.5,0.5,0.5,1.36,0,0.3,8.16
1,2018 Dec 31 11:04:09 PM,2018 Dec 31 11:23:35 PM,3,8.1,1,N,138,236,1,24.5,0.5,0.5,6.31,5.76,0.3,37.87
1,2018 Dec 31 11:04:09 PM,2018 Dec 31 11:10:55 PM,3,1,1,N,236,237,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2018 Dec 31 11:04:09 PM,2018 Dec 31 11:19:00 PM,1,2.29,1,N,162,4,1,11.5,0.5,0.5,1.5,0,0.3,14.3
2,2018 Dec 31 11:04:08 PM,2018 Dec 31 11:07:26 PM,1,0.37,1,N,142,48,2,4,0.5,0.5,0,0,0.3,5.3
2,2018 Dec 31 11:04:08 PM,2018 Dec 31 11:21:40 PM,1,4.29,1,N,114,50,1,16.5,0.5,0.5,3.56,0,0.3,21.36
2,2018 Dec 31 11:04:08 PM,2018 Dec 31 11:12:25 PM,1,1.89,1,N,236,238,1,8,0.5,0.5,1.86,0,0.3,11.16
1,2018 Dec 31 11:04:08 PM,2018 Dec 31 11:14:19 PM,1,1.2,1,N,119,69,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2018 Dec 31 11:04:08 PM,2018 Dec 31 11:16:18 PM,3,5.4,1,N,227,33,2,17,0.5,0.5,0,0,0.3,18.3
2,2018 Dec 31 11:04:08 PM,2018 Dec 31 11:12:28 PM,1,1.79,1,N,114,231,1,8,0.5,0.5,1.86,0,0.3,11.16
2,2018 Dec 31 11:04:06 PM,2018 Dec 31 11:09:14 PM,1,1.26,1,N,141,163,2,6,0.5,0.5,0,0,0.3,7.3
1,2018 Dec 31 11:04:06 PM,2018 Dec 31 11:08:46 PM,2,1,1,N,238,239,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2018 Dec 31 11:04:06 PM,2018 Dec 31 11:11:30 PM,1,0.57,1,N,234,90,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2018 Dec 31 11:04:06 PM,2018 Dec 31 11:11:02 PM,1,1.13,1,N,148,45,1,6.5,0.5,0.5,1.56,0,0.3,9.36
1,2018 Dec 31 11:04:06 PM,2018 Dec 31 11:16:48 PM,1,1.6,1,N,107,170,1,10,0.5,0.5,0,0,0.3,11.3
2,2018 Dec 31 11:04:06 PM,2018 Dec 31 11:29:26 PM,1,8.99,1,N,82,249,2,27.5,0.5,0.5,0,0,0.3,28.8
2,2018 Dec 31 11:04:05 PM,2018 Dec 31 11:29:28 PM,2,10.4,1,N,138,158,1,31,0.5,0.5,9.69,0,0.3,41.99
2,2018 Dec 31 11:04:05 PM,2018 Dec 31 11:09:31 PM,1,0.58,1,N,142,163,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,2018 Dec 31 11:04:04 PM,2018 Dec 31 11:23:20 PM,5,2.64,1,N,158,4,2,13.5,0.5,0.5,0,0,0.3,14.8
2,2018 Dec 31 11:04:04 PM,2018 Dec 31 11:15:59 PM,1,2.4,1,N,41,142,1,11,0.5,0.5,2.46,0,0.3,14.76
2,2018 Dec 31 11:04:04 PM,2018 Dec 31 11:11:40 PM,2,1.56,1,N,170,90,2,7,0.5,0.5,0,0,0.3,8.3
2,2018 Dec 31 11:04:04 PM,2018 Dec 31 11:07:14 PM,1,0.51,1,N,237,163,1,4,0.5,0.5,1.32,0,0.3,6.62
1,2018 Dec 31 11:04:03 PM,2018 Dec 31 11:12:17 PM,0,2.5,1,N,263,74,1,9.5,0.5,0.5,1.2,0,0.3,12
1,2018 Dec 31 11:04:02 PM,2018 Dec 31 11:15:59 PM,3,2,1,N,163,238,1,10,0.5,0.5,1.7,0,0.3,13
2,2018 Dec 31 11:04:02 PM,2018 Dec 31 11:09:11 PM,1,1.03,1,N,236,141,2,6,0.5,0.5,0,0,0.3,7.3
2,2018 Dec 31 11:04:00 PM,2018 Dec 31 11:15:27 PM,1,3.76,1,N,116,239,1,13,0.5,0.5,4.29,0,0.3,18.59
2,2018 Dec 31 11:04:00 PM,2018 Dec 31 11:20:58 PM,1,2.05,1,N,107,163,2,12,0.5,0.5,0,0,0.3,13.3
2,2018 Dec 31 11:04:00 PM,2018 Dec 31 11:14:28 PM,4,1.56,1,N,107,68,1,9,0.5,0.5,2.06,0,0.3,12.36
2,2018 Dec 31 11:04:00 PM,2018 Dec 31 11:06:39 PM,3,0.34,1,N,113,114,2,3.5,0.5,0.5,0,0,0.3,4.8
4,2018 Dec 31 11:03:59 PM,2018 Dec 31 11:26:42 PM,1,4.87,1,N,170,43,1,18.5,0.5,0.5,3.96,0,0.3,23.76
1,2018 Dec 31 11:03:59 PM,2018 Dec 31 11:08:22 PM,2,0.7,1,N,161,237,2,5,0.5,0.5,0,0,0.3,6.3
2,2018 Dec 31 11:03:59 PM,2018 Dec 31 11:08:26 PM,2,1.43,1,N,137,229,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2018 Dec 31 11:03:58 PM,2018 Dec 31 11:10:16 PM,1,0.24,1,N,229,237,1,5.5,0.5,0.5,4,0,0.3,10.8
1,2018 Dec 31 11:03:57 PM,2018 Dec 31 11:28:17 PM,2,7.4,1,N,264,264,1,24.5,0.5,0.5,6.3,5.76,0.3,37.86
2,2018 Dec 31 11:03:57 PM,2018 Dec 31 11:09:22 PM,1,0.73,1,N,170,164,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2018 Dec 31 11:03:57 PM,2018 Dec 31 11:21:00 PM,2,3.4,1,N,249,33,1,14,0.5,0.5,2,0,0.3,17.3
2,2018 Dec 31 11:03:57 PM,2018 Dec 31 11:25:24 PM,1,10.95,1,N,138,52,2,31,0.5,0.5,0,0,0.3,32.3
1,2018 Dec 31 11:03:57 PM,2018 Dec 31 11:09:19 PM,1,1,1,N,137,79,1,6,0.5,0.5,1.8,0,0.3,9.1
1,2018 Dec 31 11:03:56 PM,2018 Dec 31 11:16:59 PM,1,3.5,1,N,140,7,1,13.5,0.5,0.5,2,0,0.3,16.8
1,2018 Dec 31 11:03:55 PM,2018 Dec 31 11:29:02 PM,4,11.4,1,N,138,25,1,33.5,0.5,0.5,8.65,0,0.3,43.45
1,2018 Dec 31 11:03:55 PM,2018 Dec 31 11:14:59 PM,2,1.9,1,N,142,229,2,9.5,0.5,0.5,0,0,0.3,10.8
4,2018 Dec 31 11:03:55 PM,2018 Dec 31 11:09:09 PM,1,0.82,1,N,161,142,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2018 Dec 31 11:03:54 PM,2018 Dec 31 11:16:13 PM,1,1,1,N,100,163,1,9,0.5,0.5,2,0,0.3,12.3
2,2018 Dec 31 11:03:54 PM,2018 Dec 31 11:07:43 PM,6,0.79,1,N,140,236,1,5,0.5,0.5,1.89,0,0.3,8.19
4,2018 Dec 31 11:03:54 PM,2018 Dec 31 11:08:16 PM,1,0.78,1,N,244,244,2,5,0.5,0.5,0,0,0.3,6.3
2,2018 Dec 31 11:03:53 PM,2018 Dec 31 11:17:30 PM,1,3.19,1,N,263,107,1,12,0.5,0.5,2.66,0,0.3,15.96
1,2018 Dec 31 11:03:53 PM,2018 Dec 31 11:11:55 PM,2,1.3,1,N,229,164,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2018 Dec 31 11:03:53 PM,2018 Dec 31 11:19:02 PM,1,2.4,1,N,141,142,1,11.5,0.5,0.5,3.84,0,0.3,16.64
2,2018 Dec 31 11:03:53 PM,2018 Dec 31 11:08:46 PM,1,0.67,1,N,211,249,1,5,0.5,0.5,1.13,0,0.3,7.43
1,2018 Dec 31 11:03:52 PM,2018 Dec 31 11:38:48 PM,1,11.7,1,N,237,18,2,36.5,0.5,0.5,0,0,0.3,37.8
2,2018 Dec 31 11:03:52 PM,2018 Dec 31 11:26:54 PM,1,4.68,1,N,230,7,1,18.5,0.5,0.5,5.94,0,0.3,25.74
