VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2018 Dec 31 11:16:46 PM,2018 Dec 31 11:23:08 PM,1,0.8,1,N,170,163,2,6,0.5,0.5,0,0,0.3,7.3
2,2018 Dec 31 11:16:46 PM,2018 Dec 31 11:28:09 PM,2,2.68,1,N,263,24,1,11,0.5,0.5,4.92,0,0.3,17.22
1,2018 Dec 31 11:16:45 PM,2018 Dec 31 11:39:59 PM,1,6.3,1,N,256,181,1,22.5,0.5,0.5,4.75,0,0.3,28.55
2,2018 Dec 31 11:16:45 PM,2018 Dec 31 11:33:40 PM,1,3.31,1,N,41,167,2,14,0.5,0.5,0,0,0.3,15.3
2,2018 Dec 31 11:16:45 PM,2018 Dec 31 11:32:04 PM,1,2.53,1,N,75,237,2,12.5,0.5,0.5,0,0,0.3,13.8
1,2018 Dec 31 11:16:44 PM,2018 Dec 31 11:39:32 PM,1,2.2,1,N,114,68,1,15.5,0.5,0.5,4,0,0.3,20.8
1,2018 Dec 31 11:16:43 PM,2018 Dec 31 11:24:03 PM,1,1.6,1,N,239,48,2,8,0.5,0.5,0,0,0.3,9.3
1,2018 Dec 31 11:16:43 PM,2018 Dec 31 11:32:20 PM,3,3.6,1,N,43,229,2,13.5,0.5,0.5,0,0,0.3,14.8
2,2018 Dec 31 11:16:42 PM,2018 Dec 31 11:39:44 PM,2,2.89,1,N,148,100,1,16,0.5,0.5,0,0,0.3,17.3
1,2018 Dec 31 11:16:42 PM,2018 Dec 31 11:23:24 PM,1,0.9,1,N,113,144,1,6,0.5,0.5,2.15,0,0.3,9.45
2,2018 Dec 31 11:16:42 PM,2018 Dec 31 11:38:40 PM,1,2.5,1,N,163,186,2,15,0.5,0.5,0,0,0.3,16.3
1,2018 Dec 31 11:16:42 PM,2018 Dec 31 11:25:33 PM,1,1.3,1,N,125,144,1,7.5,0.5,0.5,0,0,0.3,8.8
1,2018 Dec 31 11:16:42 PM,2018 Dec 31 11:32:13 PM,1,9.5,1,N,132,265,2,26.5,0.5,0.5,0,0,0.3,27.8
2,2018 Dec 31 11:16:41 PM,2018 Dec 31 11:24:33 PM,1,0.65,1,N,48,186,1,6.5,0.5,0.5,1.56,0,0.3,9.36
1,2018 Dec 31 11:16:41 PM,2018 Dec 31 11:32:08 PM,1,2.9,1,N,237,43,1,13,0.5,0.5,2.85,0,0.3,17.15
2,2018 Dec 31 11:16:40 PM,2018 Dec 31 11:26:21 PM,3,1.59,1,N,234,79,1,8,0.5,0.5,1.86,0,0.3,11.16
1,2018 Dec 31 11:16:39 PM,2018 Dec 31 11:30:50 PM,1,3.2,1,N,161,239,1,12.5,0.5,0.5,2.75,0,0.3,16.55
2,2018 Dec 31 11:16:39 PM,2018 Dec 31 11:23:12 PM,1,0.83,1,N,163,237,2,6,0.5,0.5,0,0,0.3,7.3
1,2018 Dec 31 11:16:38 PM,2018 Dec 31 11:20:02 PM,1,0.6,1,N,90,249,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2018 Dec 31 11:16:38 PM,2018 Dec 31 11:36:43 PM,1,7.65,4,N,132,265,1,26.5,0.5,0.5,5.56,0,0.3,33.36
1,2018 Dec 31 11:16:38 PM,2018 Dec 31 11:31:40 PM,3,2.4,1,N,170,141,1,11.5,0.5,0.5,1.92,0,0.3,14.72
1,2018 Dec 31 11:16:38 PM,2018 Dec 31 11:22:37 PM,3,0.9,1,N,144,79,1,5.5,0.5,0.5,1.35,0,0.3,8.15
2,2018 Dec 31 11:16:38 PM,2018 Dec 31 11:18:42 PM,1,0.62,1,N,50,48,1,4,0.5,0.5,1.06,0,0.3,6.36
2,2018 Dec 31 11:16:38 PM,2018 Dec 31 11:46:19 PM,1,15.14,1,N,138,200,2,42,0.5,0.5,0,5.76,0.3,49.06
